"Arm","Method","ID","Description","merged_NES","meta_recovered","loso_survival","n_loso","n_leadingedge_in_meta","median_I2_leadingedge","median_signagree_leadingedge","verdict"
"zscore","svm","GO:0006271","DNA strand elongation involved in DNA replication",2.179,FALSE,0,6,8,0.705,0.584,"artifact_candidate"
"zscore","svm","GO:0060055","angiogenesis involved in wound healing",-2.1,TRUE,6,6,14,0.378,0.833,"credible_discovery"
"zscore","svm","GO:0001964","startle response",-2.039,FALSE,0,6,12,0.308,0.667,"artifact_candidate"
"zscore","svm","GO:0015838","amino-acid betaine transport",-1.998,FALSE,0,6,6,0.738,0.667,"artifact_candidate"
"zscore","svm","GO:0042573","retinoic acid metabolic process",1.989,FALSE,0,6,12,0.665,0.667,"artifact_candidate"
"zscore","svm","GO:0072376","protein activation cascade",-1.984,TRUE,6,6,15,0.631,0.833,"fragile"
"zscore","svm","GO:0001660","fever generation",-1.972,TRUE,6,6,7,0.44,0.833,"credible_discovery"
"zscore","svm","GO:0045348","positive regulation of MHC class II biosynthetic process",-1.969,FALSE,0,6,5,0.29,0.667,"artifact_candidate"
"zscore","svm","GO:0072393","microtubule anchoring at microtubule organizing center",1.961,TRUE,4,6,4,0.399,0.5,"fragile"
"zscore","svm","GO:0044341","sodium-dependent phosphate transport",1.955,TRUE,4,6,5,0.693,0.833,"fragile"
"zscore","svm","GO:0014047","glutamate secretion",-1.936,TRUE,3,6,21,0.37,0.667,"fragile"
"zscore","svm","GO:0106104","regulation of glutamate receptor clustering",1.933,TRUE,4,6,6,0.318,0.584,"fragile"
"zscore","svm","GO:1904717","regulation of AMPA glutamate receptor clustering",1.933,TRUE,4,6,6,0.318,0.584,"fragile"
"zscore","svm","GO:0060008","Sertoli cell differentiation",1.933,FALSE,0,6,12,0.343,0.667,"artifact_candidate"
"zscore","svm","GO:0098917","retrograde trans-synaptic signaling",-1.929,FALSE,0,6,6,0.34,0.667,"artifact_candidate"
"zscore","svm","GO:0034454","microtubule anchoring at centrosome",1.926,TRUE,5,6,4,0.399,0.5,"credible_discovery"
"zscore","svm","GO:0045346","regulation of MHC class II biosynthetic process",-1.924,FALSE,0,6,5,0.29,0.667,"artifact_candidate"
"zscore","svm","GO:0040019","positive regulation of embryonic development",1.918,FALSE,0,6,6,0.148,0.667,"artifact_candidate"
"zscore","svm","GO:0051124","synaptic assembly at neuromuscular junction",-1.909,FALSE,0,6,5,0.679,0.667,"artifact_candidate"
"zscore","svm","GO:0061042","vascular wound healing",-1.902,TRUE,6,6,10,0.378,0.833,"credible_discovery"
"zscore","svm","GO:0034116","positive regulation of heterotypic cell-cell adhesion",-1.897,FALSE,0,6,5,0.79,0.833,"artifact_candidate"
"zscore","svm","GO:0042670","retinal cone cell differentiation",-1.896,FALSE,0,6,6,0.675,0.667,"artifact_candidate"
"zscore","svm","GO:0006835","dicarboxylic acid transport",-1.884,TRUE,6,6,50,0.49,0.667,"credible_discovery"
"zscore","svm","GO:0070192","chromosome organization involved in meiotic cell cycle",1.884,FALSE,0,6,14,0.353,0.667,"artifact_candidate"
"zscore","svm","GO:0045342","MHC class II biosynthetic process",-1.877,FALSE,0,6,5,0.29,0.667,"artifact_candidate"
"zscore","svm","GO:0042745","circadian sleep/wake cycle",-1.873,TRUE,4,6,9,0.671,0.667,"fragile"
"zscore","svm","GO:0097090","presynaptic membrane organization",-1.868,TRUE,5,6,4,0.063,0.75,"credible_discovery"
"zscore","svm","GO:0160257","complement activation, GZMK pathway",-1.867,TRUE,4,6,10,0.823,0.667,"fragile"
"zscore","svm","GO:0007622","rhythmic behavior",-1.864,FALSE,0,6,16,0.776,0.667,"artifact_candidate"
"zscore","svm","GO:0034616","response to laminar fluid shear stress",-1.862,FALSE,0,6,10,0,0.667,"artifact_candidate"
"zscore","svm","GO:0060009","Sertoli cell development",1.862,FALSE,0,6,9,0.375,0.667,"artifact_candidate"
"zscore","svm","GO:0031652","positive regulation of heat generation",-1.861,TRUE,4,6,6,0.333,0.833,"fragile"
"zscore","svm","GO:0042730","fibrinolysis",-1.86,TRUE,6,6,14,0.714,0.75,"fragile"
"zscore","svm","GO:0071578","zinc ion import across plasma membrane",-1.858,FALSE,0,6,11,0.555,0.667,"artifact_candidate"
"zscore","svm","GO:0043407","negative regulation of MAP kinase activity",-1.853,FALSE,0,6,14,0.422,0.667,"artifact_candidate"
"zscore","svm","GO:0060693","regulation of branching involved in salivary gland morphogenesis",-1.85,FALSE,0,6,8,0.384,0.667,"artifact_candidate"
"zscore","svm","GO:0035865","cellular response to potassium ion",-1.849,FALSE,0,6,7,0.15,0.667,"artifact_candidate"
"zscore","svm","GO:0097035","regulation of membrane lipid distribution",-1.846,TRUE,5,6,31,0.455,0.667,"credible_discovery"
"zscore","svm","GO:0010039","response to iron ion",-1.844,FALSE,0,6,14,0.641,0.667,"artifact_candidate"
"zscore","svm","GO:1901626","regulation of postsynaptic membrane organization",1.843,TRUE,2,6,5,0.502,0.667,"fragile"
"zscore","svm","GO:0072337","modified amino acid transport",-1.842,TRUE,4,6,12,0.653,0.667,"fragile"
"zscore","svm","GO:1902745","positive regulation of lamellipodium organization",-1.841,FALSE,0,6,14,0.468,0.667,"artifact_candidate"
"zscore","svm","GO:0051952","regulation of amine transport",-1.84,TRUE,6,6,31,0.571,0.667,"fragile"
"zscore","svm","GO:0090103","cochlea morphogenesis",1.839,FALSE,0,6,13,0.483,0.667,"artifact_candidate"
"zscore","svm","GO:0052646","alditol phosphate metabolic process",-1.836,FALSE,0,6,4,0.397,0.75,"artifact_candidate"
"zscore","svm","GO:0030202","heparin proteoglycan metabolic process",-1.835,FALSE,0,6,9,0.175,0.667,"artifact_candidate"
"zscore","svm","GO:0014059","regulation of dopamine secretion",-1.834,TRUE,6,6,7,0.635,0.667,"fragile"
"zscore","svm","GO:0032835","glomerulus development",-1.832,TRUE,6,6,33,0.497,0.667,"credible_discovery"
"zscore","svm","GO:0015837","amine transport",-1.831,TRUE,6,6,35,0.482,0.667,"credible_discovery"
"zscore","svm","GO:0010713","negative regulation of collagen metabolic process",-1.827,FALSE,0,6,7,0.616,0.667,"artifact_candidate"
"zscore","svm","GO:0051956","negative regulation of amino acid transport",-1.826,TRUE,5,6,6,0.511,0.833,"fragile"
"zscore","svm","GO:0006882","intracellular zinc ion homeostasis",-1.824,FALSE,0,6,15,0.213,0.667,"artifact_candidate"
"zscore","svm","GO:0021983","pituitary gland development",1.823,FALSE,0,6,7,0.418,0.667,"artifact_candidate"
"zscore","svm","GO:0001711","endodermal cell fate commitment",1.821,FALSE,0,6,7,0.27,0.667,"artifact_candidate"
"zscore","svm","GO:0009642","response to light intensity",-1.812,FALSE,0,6,6,0.426,0.667,"artifact_candidate"
"zscore","svm","GO:0032228","regulation of synaptic transmission, GABAergic",-1.811,FALSE,0,6,10,0.34,0.75,"artifact_candidate"
"zscore","svm","GO:0048820","hair follicle maturation",1.81,FALSE,0,6,6,0.057,0.584,"artifact_candidate"
"zscore","svm","GO:0030195","negative regulation of blood coagulation",-1.806,TRUE,6,6,26,0.544,0.667,"fragile"
"zscore","svm","GO:1900047","negative regulation of hemostasis",-1.806,TRUE,6,6,26,0.544,0.667,"fragile"
"zscore","svm","GO:1903959","regulation of monoatomic anion transmembrane transport",-1.805,TRUE,2,6,8,0.442,0.75,"fragile"
"zscore","svm","GO:0002933","lipid hydroxylation",1.803,FALSE,0,6,5,0.835,0.5,"artifact_candidate"
"zscore","svm","GO:0032966","negative regulation of collagen biosynthetic process",-1.794,FALSE,0,6,7,0.616,0.667,"artifact_candidate"
"zscore","svm","GO:0050975","sensory perception of touch",-1.792,FALSE,0,6,4,0.004,0.75,"artifact_candidate"
"zscore","svm","GO:0034204","lipid translocation",-1.792,TRUE,5,6,28,0.454,0.667,"credible_discovery"
"zscore","svm","GO:0006568","L-tryptophan metabolic process",-1.787,FALSE,0,6,10,0.493,0.667,"artifact_candidate"
"zscore","svm","GO:0045907","positive regulation of vasoconstriction",-1.787,TRUE,4,6,19,0.372,0.833,"fragile"
"zscore","svm","GO:0099054","presynapse assembly",-1.787,FALSE,0,6,12,0.294,0.75,"artifact_candidate"
"zscore","svm","GO:0007597","blood coagulation, intrinsic pathway",-1.78,FALSE,0,6,5,0.638,0.833,"artifact_candidate"
"zscore","svm","GO:0014002","astrocyte development",-1.779,TRUE,6,6,20,0.558,0.75,"fragile"
"zscore","svm","GO:0015800","acidic amino acid transport",-1.776,TRUE,5,6,43,0.48,0.667,"credible_discovery"
"zscore","svm","GO:0051955","regulation of amino acid transport",-1.774,TRUE,4,6,25,0.583,0.667,"fragile"
"zscore","svm","GO:0051953","negative regulation of amine transport",-1.771,TRUE,5,6,11,0.571,0.833,"fragile"
"zscore","svm","GO:0002369","T cell cytokine production",-1.765,TRUE,6,6,18,0.432,0.667,"credible_discovery"
"zscore","svm","GO:0002724","regulation of T cell cytokine production",-1.765,TRUE,6,6,18,0.432,0.667,"credible_discovery"
"zscore","svm","GO:0046456","icosanoid biosynthetic process",1.763,FALSE,0,6,17,0.725,0.667,"artifact_candidate"
"zscore","svm","GO:0022410","circadian sleep/wake cycle process",-1.763,FALSE,0,6,7,0.671,0.667,"artifact_candidate"
"zscore","svm","GO:0046068","cGMP metabolic process",-1.756,FALSE,0,6,10,0.298,0.833,"artifact_candidate"
"zscore","svm","GO:0031650","regulation of heat generation",-1.753,TRUE,4,6,7,0.666,0.833,"fragile"
"zscore","svm","GO:0048708","astrocyte differentiation",-1.75,FALSE,0,6,39,0.342,0.667,"artifact_candidate"
"zscore","svm","GO:0070664","negative regulation of leukocyte proliferation",-1.748,TRUE,6,6,47,0.419,0.667,"credible_discovery"
"zscore","svm","GO:0048013","ephrin receptor signaling pathway",-1.746,FALSE,0,6,19,0.227,0.667,"artifact_candidate"
"zscore","svm","GO:0046884","follicle-stimulating hormone secretion",1.744,FALSE,0,6,3,0.727,0.5,"artifact_candidate"
"zscore","svm","GO:0044786","cell cycle DNA replication",1.743,FALSE,0,6,13,0.507,0.667,"artifact_candidate"
"zscore","svm","GO:0044070","regulation of monoatomic anion transport",-1.743,TRUE,0,6,11,0.515,0.667,"fragile"
"zscore","svm","GO:0055081","monoatomic anion homeostasis",-1.742,TRUE,3,6,9,0.255,0.667,"fragile"
"zscore","svm","GO:0051055","negative regulation of lipid biosynthetic process",-1.74,FALSE,0,6,33,0.645,0.667,"artifact_candidate"
"zscore","svm","GO:0060219","camera-type eye photoreceptor cell differentiation",-1.725,FALSE,0,6,9,0.634,0.667,"artifact_candidate"
"zscore","svm","GO:0007157","heterophilic cell-cell adhesion",-1.723,TRUE,6,6,17,0.428,0.667,"credible_discovery"
"zscore","svm","GO:0030854","positive regulation of granulocyte differentiation",-1.721,FALSE,0,6,4,0.696,0.667,"artifact_candidate"
"zscore","svm","GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration",1.719,FALSE,0,6,2,0.628,0.834,"artifact_candidate"
"zscore","svm","GO:0072530","purine-containing compound transmembrane transport",-1.718,TRUE,6,6,13,0.48,0.667,"credible_discovery"
"zscore","svm","GO:0043405","regulation of MAP kinase activity",-1.715,FALSE,0,6,40,0.552,0.667,"artifact_candidate"
"zscore","svm","GO:0006699","bile acid biosynthetic process",-1.71,FALSE,0,6,14,0.683,0.667,"artifact_candidate"
"zscore","svm","GO:0048143","astrocyte activation",-1.707,TRUE,6,6,14,0.584,0.75,"fragile"
"zscore","svm","GO:0070373","negative regulation of ERK1 and ERK2 cascade",-1.707,FALSE,0,6,26,0.512,0.667,"artifact_candidate"
"zscore","svm","GO:0033260","nuclear DNA replication",1.705,FALSE,0,6,12,0.487,0.667,"artifact_candidate"
"zscore","svm","GO:0007158","neuron cell-cell adhesion",-1.701,TRUE,5,6,3,0.126,0.833,"credible_discovery"
"zscore","svm","GO:0042908","xenobiotic transport",-1.701,TRUE,5,6,22,0.492,0.667,"credible_discovery"
"zscore","svm","GO:0050432","catecholamine secretion",-1.7,FALSE,0,6,16,0.587,0.667,"artifact_candidate"
"zscore","svm","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",-1.696,FALSE,0,6,5,0.776,0.667,"artifact_candidate"
"zscore","svm","GO:0072012","glomerulus vasculature development",-1.692,TRUE,6,6,14,0.593,0.75,"fragile"
"zscore","svm","GO:0007632","visual behavior",-1.692,FALSE,0,6,19,0.466,0.667,"artifact_candidate"
"zscore","svm","GO:0006261","DNA-templated DNA replication",1.691,FALSE,0,6,42,0.52,0.667,"artifact_candidate"
"zscore","svm","GO:0015849","organic acid transport",-1.689,TRUE,6,6,104,0.585,0.667,"fragile"
"zscore","svm","GO:0007140","male meiotic nuclear division",1.686,FALSE,0,6,15,0.445,0.667,"artifact_candidate"
"zscore","svm","GO:0015807","L-amino acid transport",-1.686,TRUE,5,6,39,0.596,0.667,"fragile"
"zscore","svm","GO:0014046","dopamine secretion",-1.686,TRUE,2,6,10,0.662,0.667,"fragile"
"zscore","svm","GO:0061384","heart trabecula morphogenesis",-1.682,FALSE,0,6,16,0.568,0.667,"artifact_candidate"
"zscore","svm","GO:0006516","glycoprotein catabolic process",-1.68,TRUE,6,6,21,0.241,0.667,"credible_discovery"
"zscore","svm","GO:0071901","negative regulation of protein serine/threonine kinase activity",-1.679,FALSE,0,6,19,0.233,0.667,"artifact_candidate"
"zscore","svm","GO:0009100","glycoprotein metabolic process",-1.673,TRUE,6,6,103,0.487,0.667,"credible_discovery"
"zscore","svm","GO:0016579","protein deubiquitination",1.669,TRUE,6,6,32,0.28,0.667,"credible_discovery"
"zscore","svm","GO:0060291","long-term synaptic potentiation",-1.662,FALSE,0,6,34,0.224,0.667,"artifact_candidate"
"zscore","svm","GO:0099565","chemical synaptic transmission, postsynaptic",-1.652,FALSE,0,6,28,0.39,0.667,"artifact_candidate"
"zscore","svm","GO:0071277","cellular response to calcium ion",1.651,FALSE,0,6,22,0.576,0.667,"artifact_candidate"
"zscore","svm","GO:0032370","positive regulation of lipid transport",-1.65,TRUE,5,6,31,0.547,0.667,"fragile"
"zscore","svm","GO:1903035","negative regulation of response to wounding",-1.649,TRUE,6,6,40,0.442,0.667,"credible_discovery"
"zscore","svm","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.649,TRUE,6,6,62,0.44,0.667,"credible_discovery"
"zscore","svm","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",-1.648,TRUE,6,6,38,0.252,0.833,"credible_discovery"
"zscore","svm","GO:0046942","carboxylic acid transport",-1.645,TRUE,6,6,103,0.588,0.667,"fragile"
"zscore","svm","GO:0003073","regulation of systemic arterial blood pressure",-1.642,FALSE,0,6,28,0.414,0.667,"artifact_candidate"
"zscore","svm","GO:0045332","phospholipid translocation",-1.639,TRUE,2,6,24,0.456,0.667,"fragile"
"zscore","svm","GO:0032945","negative regulation of mononuclear cell proliferation",-1.635,TRUE,6,6,44,0.393,0.75,"credible_discovery"
"zscore","svm","GO:0061383","trabecula morphogenesis",-1.635,TRUE,3,6,20,0.568,0.667,"fragile"
"zscore","svm","GO:0051963","regulation of synapse assembly",-1.627,FALSE,0,6,71,0.355,0.667,"artifact_candidate"
"zscore","svm","GO:0042982","amyloid precursor protein metabolic process",-1.618,TRUE,5,6,27,0.345,0.833,"credible_discovery"
"zscore","svm","GO:0042311","vasodilation",-1.616,FALSE,0,6,24,0.454,0.667,"artifact_candidate"
"zscore","svm","GO:0003018","vascular process in circulatory system",-1.614,TRUE,6,6,76,0.478,0.667,"credible_discovery"
"zscore","svm","GO:0015850","organic hydroxy compound transport",-1.61,TRUE,5,6,73,0.554,0.667,"fragile"
"zscore","svm","GO:1905954","positive regulation of lipid localization",-1.605,TRUE,3,6,43,0.5,0.667,"fragile"
"zscore","svm","GO:0032890","regulation of organic acid transport",-1.605,TRUE,5,6,39,0.501,0.667,"fragile"
"zscore","svm","GO:0019229","regulation of vasoconstriction",-1.593,TRUE,4,6,24,0.426,0.75,"fragile"
"zscore","svm","GO:0045765","regulation of angiogenesis",-1.585,TRUE,6,6,87,0.413,0.667,"credible_discovery"
"zscore","svm","GO:0009101","glycoprotein biosynthetic process",-1.582,TRUE,6,6,82,0.508,0.667,"fragile"
"zscore","svm","GO:0007613","memory",-1.581,FALSE,0,6,33,0.584,0.667,"artifact_candidate"
"zscore","svm","GO:0008277","regulation of G protein-coupled receptor signaling pathway",-1.578,TRUE,4,6,35,0.389,0.667,"fragile"
"zscore","svm","GO:0006303","double-strand break repair via nonhomologous end joining",1.574,TRUE,6,6,28,0.242,0.667,"credible_discovery"
"zscore","svm","GO:1901342","regulation of vasculature development",-1.557,TRUE,6,6,88,0.424,0.667,"credible_discovery"
"zscore","svm","GO:0072006","nephron development",-1.552,TRUE,6,6,35,0.277,0.833,"credible_discovery"
"zscore","svm","GO:0006836","neurotransmitter transport",-1.552,FALSE,0,6,45,0.429,0.667,"artifact_candidate"
"zscore","svm","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.539,TRUE,6,6,91,0.368,0.667,"credible_discovery"
"zscore","svm","GO:0035773","insulin secretion involved in cellular response to glucose stimulus",-1.538,FALSE,0,6,27,0.448,0.667,"artifact_candidate"
"zscore","svm","GO:0006260","DNA replication",1.534,TRUE,5,6,74,0.414,0.667,"credible_discovery"
"zscore","svm","GO:0035296","regulation of tube diameter",-1.532,TRUE,6,6,46,0.405,0.667,"credible_discovery"
"zscore","svm","GO:0097746","blood vessel diameter maintenance",-1.532,TRUE,6,6,46,0.405,0.667,"credible_discovery"
"zscore","svm","GO:0035150","regulation of tube size",-1.527,TRUE,6,6,46,0.405,0.667,"credible_discovery"
"zscore","svm","GO:0051962","positive regulation of nervous system development",-1.523,FALSE,0,6,95,0.421,0.667,"artifact_candidate"
"zscore","svm","GO:0007269","neurotransmitter secretion",-1.518,FALSE,0,6,30,0.294,0.667,"artifact_candidate"
"zscore","svm","GO:0099643","signal release from synapse",-1.518,FALSE,0,6,30,0.294,0.667,"artifact_candidate"
"zscore","svm","GO:0015748","organophosphate ester transport",-1.512,TRUE,5,6,79,0.483,0.667,"credible_discovery"
"zscore","svm","GO:0006275","regulation of DNA replication",1.504,TRUE,6,6,24,0.412,0.667,"credible_discovery"
"zscore","svm","GO:1904018","positive regulation of vasculature development",-1.502,TRUE,6,6,57,0.486,0.833,"credible_discovery"
"zscore","svm","GO:0048771","tissue remodeling",-1.501,TRUE,6,6,70,0.394,0.667,"credible_discovery"
"zscore","svm","GO:0070372","regulation of ERK1 and ERK2 cascade",-1.493,TRUE,6,6,69,0.555,0.833,"fragile"
"zscore","svm","GO:0043542","endothelial cell migration",-1.49,TRUE,6,6,74,0.42,0.75,"credible_discovery"
"zscore","svm","GO:0008217","regulation of blood pressure",-1.482,TRUE,6,6,62,0.37,0.667,"credible_discovery"
"zscore","svm","GO:1903034","regulation of response to wounding",-1.475,TRUE,6,6,62,0.358,0.667,"credible_discovery"
"zscore","svm","GO:0007259","cell surface receptor signaling pathway via JAK-STAT",-1.466,TRUE,6,6,33,0.398,0.833,"credible_discovery"
"zscore","svm","GO:0097485","neuron projection guidance",-1.456,TRUE,6,6,46,0.25,0.833,"credible_discovery"
"zscore","svm","GO:0007411","axon guidance",-1.456,TRUE,6,6,46,0.25,0.833,"credible_discovery"
"zscore","svm","GO:0098771","inorganic ion homeostasis",-1.442,TRUE,5,6,106,0.454,0.667,"credible_discovery"
"zscore","svm","GO:0016485","protein processing",-1.432,TRUE,5,6,72,0.412,0.667,"credible_discovery"
"zscore","svm","GO:0050767","regulation of neurogenesis",-1.431,FALSE,0,6,103,0.422,0.667,"artifact_candidate"
"zscore","svm","GO:0060271","cilium assembly",1.428,TRUE,6,6,111,0.377,0.667,"credible_discovery"
"zscore","svm","GO:0010001","glial cell differentiation",-1.423,TRUE,4,6,69,0.342,0.667,"fragile"
"zscore","svm","GO:0044782","cilium organization",1.419,TRUE,6,6,119,0.377,0.667,"credible_discovery"
"zscore","svm","GO:0072001","renal system development",-1.398,TRUE,6,6,116,0.436,0.75,"credible_discovery"
"zscore","svm","GO:0030336","negative regulation of cell migration",-1.394,TRUE,6,6,70,0.34,0.667,"credible_discovery"
"zscore","svm","GO:0097305","response to alcohol",-1.391,TRUE,4,6,76,0.48,0.667,"fragile"
"zscore","svm","GO:0006869","lipid transport",-1.389,FALSE,0,6,129,0.559,0.667,"artifact_candidate"
"zscore","svm","GO:0050807","regulation of synapse organization",-1.389,TRUE,2,6,98,0.346,0.667,"fragile"
"zscore","svm","GO:0001822","kidney development",-1.388,TRUE,6,6,112,0.458,0.75,"credible_discovery"
"zscore","svm","GO:0050769","positive regulation of neurogenesis",-1.374,FALSE,0,6,73,0.446,0.667,"artifact_candidate"
"zscore","svm","GO:0050803","regulation of synapse structure or activity",-1.366,TRUE,2,6,98,0.346,0.667,"fragile"
"zscore","glm","GO:0006271","DNA strand elongation involved in DNA replication",2.055,FALSE,0,6,10,0.626,0.584,"artifact_candidate"
"zscore","glm","GO:0072376","protein activation cascade",-2.036,TRUE,6,6,15,0.631,0.667,"fragile"
"zscore","glm","GO:0006699","bile acid biosynthetic process",-2.027,FALSE,0,6,11,0.697,0.667,"artifact_candidate"
"zscore","glm","GO:0015838","amino-acid betaine transport",-2.025,FALSE,0,6,6,0.738,0.667,"artifact_candidate"
"zscore","glm","GO:0042730","fibrinolysis",-2.023,TRUE,6,6,12,0.8,0.833,"fragile"
"zscore","glm","GO:0051952","regulation of amine transport",-2.01,TRUE,6,6,29,0.583,0.667,"fragile"
"zscore","glm","GO:0060008","Sertoli cell differentiation",2.006,FALSE,0,6,11,0.375,0.667,"artifact_candidate"
"zscore","glm","GO:0045348","positive regulation of MHC class II biosynthetic process",-1.957,FALSE,0,6,5,0.29,0.667,"artifact_candidate"
"zscore","glm","GO:0015837","amine transport",-1.952,TRUE,6,6,30,0.536,0.667,"fragile"
"zscore","glm","GO:0044070","regulation of monoatomic anion transport",-1.951,TRUE,0,6,13,0.515,0.667,"fragile"
"zscore","glm","GO:0060055","angiogenesis involved in wound healing",-1.945,TRUE,6,6,12,0.143,0.75,"credible_discovery"
"zscore","glm","GO:0001905","activation of membrane attack complex",-1.94,TRUE,2,6,9,0.347,0.833,"fragile"
"zscore","glm","GO:0060009","Sertoli cell development",1.937,FALSE,0,6,8,0.395,0.667,"artifact_candidate"
"zscore","glm","GO:0001660","fever generation",-1.934,TRUE,6,6,7,0.44,0.833,"credible_discovery"
"zscore","glm","GO:0044341","sodium-dependent phosphate transport",1.928,TRUE,4,6,5,0.693,0.833,"fragile"
"zscore","glm","GO:0097090","presynaptic membrane organization",-1.919,TRUE,5,6,4,0.063,0.75,"credible_discovery"
"zscore","glm","GO:0106104","regulation of glutamate receptor clustering",1.916,TRUE,4,6,6,0.318,0.584,"fragile"
"zscore","glm","GO:1904717","regulation of AMPA glutamate receptor clustering",1.916,TRUE,4,6,6,0.318,0.584,"fragile"
"zscore","glm","GO:1902745","positive regulation of lamellipodium organization",-1.914,FALSE,0,6,12,0.258,0.667,"artifact_candidate"
"zscore","glm","GO:0030195","negative regulation of blood coagulation",-1.912,TRUE,6,6,29,0.5,0.667,"credible_discovery"
"zscore","glm","GO:1900047","negative regulation of hemostasis",-1.912,TRUE,6,6,29,0.5,0.667,"credible_discovery"
"zscore","glm","GO:0030202","heparin proteoglycan metabolic process",-1.9,FALSE,0,6,9,0.175,0.667,"artifact_candidate"
"zscore","glm","GO:0007597","blood coagulation, intrinsic pathway",-1.899,FALSE,0,6,5,0.638,0.833,"artifact_candidate"
"zscore","glm","GO:0051955","regulation of amino acid transport",-1.897,TRUE,4,6,19,0.607,0.667,"fragile"
"zscore","glm","GO:0090103","cochlea morphogenesis",1.895,FALSE,0,6,13,0.483,0.667,"artifact_candidate"
"zscore","glm","GO:1902950","regulation of dendritic spine maintenance",-1.893,FALSE,0,6,5,0.615,0.833,"artifact_candidate"
"zscore","glm","GO:0071578","zinc ion import across plasma membrane",-1.883,FALSE,0,6,12,0.596,0.667,"artifact_candidate"
"zscore","glm","GO:0034154","toll-like receptor 7 signaling pathway",-1.88,TRUE,6,6,9,0.505,0.833,"fragile"
"zscore","glm","GO:0035723","interleukin-15-mediated signaling pathway",-1.879,TRUE,5,6,6,0.308,0.833,"credible_discovery"
"zscore","glm","GO:0071350","cellular response to interleukin-15",-1.879,TRUE,5,6,6,0.308,0.833,"credible_discovery"
"zscore","glm","GO:0048820","hair follicle maturation",1.867,FALSE,0,6,6,0.057,0.584,"artifact_candidate"
"zscore","glm","GO:0097035","regulation of membrane lipid distribution",-1.865,TRUE,5,6,27,0.455,0.667,"credible_discovery"
"zscore","glm","GO:0034204","lipid translocation",-1.86,TRUE,5,6,25,0.453,0.667,"credible_discovery"
"zscore","glm","GO:1901626","regulation of postsynaptic membrane organization",1.86,TRUE,2,6,5,0.502,0.667,"fragile"
"zscore","glm","GO:0072337","modified amino acid transport",-1.859,TRUE,4,6,12,0.653,0.667,"fragile"
"zscore","glm","GO:0034163","regulation of toll-like receptor 9 signaling pathway",-1.859,TRUE,6,6,13,0.562,0.833,"fragile"
"zscore","glm","GO:0032370","positive regulation of lipid transport",-1.858,TRUE,5,6,39,0.5,0.667,"credible_discovery"
"zscore","glm","GO:0032835","glomerulus development",-1.856,TRUE,6,6,32,0.494,0.75,"credible_discovery"
"zscore","glm","GO:0006835","dicarboxylic acid transport",-1.855,TRUE,6,6,41,0.536,0.667,"fragile"
"zscore","glm","GO:0002828","regulation of type 2 immune response",-1.854,TRUE,6,6,15,0.33,0.833,"credible_discovery"
"zscore","glm","GO:1903959","regulation of monoatomic anion transmembrane transport",-1.852,TRUE,2,6,8,0.442,0.75,"fragile"
"zscore","glm","GO:0014047","glutamate secretion",-1.852,TRUE,3,6,17,0.44,0.667,"fragile"
"zscore","glm","GO:0061042","vascular wound healing",-1.849,TRUE,6,6,9,0.286,0.833,"credible_discovery"
"zscore","glm","GO:0042670","retinal cone cell differentiation",-1.844,FALSE,0,6,5,0.787,0.667,"artifact_candidate"
"zscore","glm","GO:0034616","response to laminar fluid shear stress",-1.844,FALSE,0,6,9,0,0.667,"artifact_candidate"
"zscore","glm","GO:0033603","positive regulation of dopamine secretion",-1.842,TRUE,2,6,4,0.675,0.667,"fragile"
"zscore","glm","GO:0001964","startle response",-1.842,FALSE,0,6,11,0.237,0.667,"artifact_candidate"
"zscore","glm","GO:0014059","regulation of dopamine secretion",-1.84,TRUE,6,6,7,0.635,0.667,"fragile"
"zscore","glm","GO:0006646","phosphatidylethanolamine biosynthetic process",1.839,TRUE,6,6,8,0,0.667,"credible_discovery"
"zscore","glm","GO:0045346","regulation of MHC class II biosynthetic process",-1.838,FALSE,0,6,5,0.29,0.667,"artifact_candidate"
"zscore","glm","GO:0034162","toll-like receptor 9 signaling pathway",-1.835,TRUE,6,6,16,0.494,0.833,"credible_discovery"
"zscore","glm","GO:0015807","L-amino acid transport",-1.829,TRUE,5,6,34,0.589,0.667,"fragile"
"zscore","glm","GO:0060430","lung saccule development",1.826,FALSE,0,6,6,0.404,0.667,"artifact_candidate"
"zscore","glm","GO:0051956","negative regulation of amino acid transport",-1.824,TRUE,5,6,7,0.583,0.833,"fragile"
"zscore","glm","GO:0035865","cellular response to potassium ion",-1.822,FALSE,0,6,6,0.08,0.667,"artifact_candidate"
"zscore","glm","GO:0072378","blood coagulation, fibrin clot formation",-1.822,TRUE,2,6,11,0.68,0.833,"fragile"
"zscore","glm","GO:0070857","regulation of bile acid biosynthetic process",-1.821,FALSE,0,6,5,0.839,0.667,"artifact_candidate"
"zscore","glm","GO:1903027","regulation of opsonization",-1.819,TRUE,1,6,5,0.039,0.667,"fragile"
"zscore","glm","GO:1903028","positive regulation of opsonization",-1.819,TRUE,1,6,5,0.039,0.667,"fragile"
