"Arm","Method","ID","Description","merged_NES","meta_recovered","loso_survival","n_loso","n_leadingedge_in_meta","median_I2_leadingedge","median_signagree_leadingedge","verdict"
"zscore","glm","GO:0006809","nitric oxide biosynthetic process",-1.552,TRUE,6,6,35,0.551,0.667,"fragile"
"zscore","glm","GO:0015914","phospholipid transport",-1.552,FALSE,0,6,41,0.601,0.667,"artifact_candidate"
"zscore","glm","GO:0006029","proteoglycan metabolic process",-1.548,TRUE,6,6,38,0.277,0.833,"credible_discovery"
"zscore","glm","GO:0071479","cellular response to ionizing radiation",1.546,FALSE,0,6,26,0.418,0.667,"artifact_candidate"
"zscore","glm","GO:0048678","response to axon injury",-1.545,TRUE,6,6,27,0.124,0.833,"credible_discovery"
"zscore","glm","GO:0043542","endothelial cell migration",-1.542,TRUE,6,6,91,0.458,0.667,"credible_discovery"
"zscore","glm","GO:0015718","monocarboxylic acid transport",-1.541,TRUE,4,6,58,0.578,0.667,"fragile"
"zscore","glm","GO:0019229","regulation of vasoconstriction",-1.54,TRUE,4,6,19,0.48,0.833,"fragile"
"zscore","glm","GO:0051963","regulation of synapse assembly",-1.54,FALSE,0,6,63,0.421,0.667,"artifact_candidate"
"zscore","glm","GO:0060840","artery development",-1.537,TRUE,6,6,45,0.211,0.833,"credible_discovery"
"zscore","glm","GO:0099565","chemical synaptic transmission, postsynaptic",-1.525,FALSE,0,6,26,0.378,0.667,"artifact_candidate"
"zscore","glm","GO:0070646","protein modification by small protein removal",1.519,TRUE,6,6,37,0.296,0.667,"credible_discovery"
"zscore","glm","GO:0097006","regulation of plasma lipoprotein particle levels",-1.513,FALSE,0,6,18,0.571,0.667,"artifact_candidate"
"zscore","glm","GO:1905952","regulation of lipid localization",-1.51,FALSE,0,6,60,0.55,0.667,"artifact_candidate"
"zscore","glm","GO:0051961","negative regulation of nervous system development",-1.509,FALSE,0,6,35,0.353,0.667,"artifact_candidate"
"zscore","glm","GO:0071326","cellular response to monosaccharide stimulus",-1.506,FALSE,0,6,41,0.555,0.667,"artifact_candidate"
"zscore","glm","GO:0035282","segmentation",1.506,FALSE,0,6,31,0.317,0.667,"artifact_candidate"
"zscore","glm","GO:0071331","cellular response to hexose stimulus",-1.505,FALSE,0,6,41,0.555,0.667,"artifact_candidate"
"zscore","glm","GO:0010594","regulation of endothelial cell migration",-1.503,TRUE,6,6,70,0.522,0.667,"fragile"
"zscore","glm","GO:0008217","regulation of blood pressure",-1.501,TRUE,6,6,50,0.372,0.667,"credible_discovery"
"zscore","glm","GO:0006869","lipid transport",-1.499,FALSE,0,6,137,0.588,0.667,"artifact_candidate"
"zscore","glm","GO:0008277","regulation of G protein-coupled receptor signaling pathway",-1.498,TRUE,4,6,44,0.326,0.667,"fragile"
"zscore","glm","GO:0035296","regulation of tube diameter",-1.495,TRUE,6,6,49,0.389,0.667,"credible_discovery"
"zscore","glm","GO:0097746","blood vessel diameter maintenance",-1.495,TRUE,6,6,49,0.389,0.667,"credible_discovery"
"zscore","glm","GO:0006260","DNA replication",1.491,TRUE,5,6,91,0.398,0.667,"credible_discovery"
"zscore","glm","GO:0031099","regeneration",-1.489,TRUE,5,6,46,0.45,0.667,"credible_discovery"
"zscore","glm","GO:0007259","cell surface receptor signaling pathway via JAK-STAT",-1.489,TRUE,6,6,50,0.41,0.833,"credible_discovery"
"zscore","glm","GO:0035150","regulation of tube size",-1.488,TRUE,6,6,49,0.389,0.667,"credible_discovery"
"zscore","glm","GO:0002040","sprouting angiogenesis",-1.486,TRUE,6,6,38,0.484,0.833,"credible_discovery"
"zscore","glm","GO:0060271","cilium assembly",1.484,TRUE,6,6,111,0.277,0.667,"credible_discovery"
"zscore","glm","GO:0030316","osteoclast differentiation",-1.482,TRUE,6,6,43,0.311,0.833,"credible_discovery"
"zscore","glm","GO:0070372","regulation of ERK1 and ERK2 cascade",-1.479,TRUE,6,6,82,0.542,0.833,"fragile"
"zscore","glm","GO:0051962","positive regulation of nervous system development",-1.478,FALSE,0,6,105,0.421,0.667,"artifact_candidate"
"zscore","glm","GO:0034284","response to monosaccharide",-1.476,FALSE,0,6,61,0.566,0.667,"artifact_candidate"
"zscore","glm","GO:0008037","cell recognition",-1.474,TRUE,6,6,38,0.332,0.833,"credible_discovery"
"zscore","glm","GO:0048771","tissue remodeling",-1.471,TRUE,6,6,61,0.373,0.667,"credible_discovery"
"zscore","glm","GO:0097696","cell surface receptor signaling pathway via STAT",-1.465,TRUE,6,6,46,0.34,0.833,"credible_discovery"
"zscore","glm","GO:0016485","protein processing",-1.465,TRUE,5,6,68,0.427,0.667,"credible_discovery"
"zscore","glm","GO:0051607","defense response to virus",-1.462,FALSE,0,6,85,0.488,0.667,"artifact_candidate"
"zscore","glm","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.461,TRUE,6,6,84,0.364,0.667,"credible_discovery"
"zscore","glm","GO:0030336","negative regulation of cell migration",-1.459,TRUE,6,6,79,0.387,0.667,"credible_discovery"
"zscore","glm","GO:0002221","pattern recognition receptor signaling pathway",-1.457,FALSE,0,6,77,0.427,0.667,"artifact_candidate"
"zscore","glm","GO:0010001","glial cell differentiation",-1.456,TRUE,4,6,89,0.368,0.667,"fragile"
"zscore","glm","GO:0072001","renal system development",-1.453,TRUE,6,6,115,0.47,0.667,"credible_discovery"
"zscore","glm","GO:0071322","cellular response to carbohydrate stimulus",-1.453,FALSE,0,6,42,0.504,0.667,"artifact_candidate"
"zscore","glm","GO:0071333","cellular response to glucose stimulus",-1.45,FALSE,0,6,39,0.453,0.667,"artifact_candidate"
"zscore","glm","GO:0009746","response to hexose",-1.449,FALSE,0,6,52,0.56,0.667,"artifact_candidate"
"zscore","glm","GO:0010212","response to ionizing radiation",1.446,TRUE,4,6,47,0.39,0.667,"fragile"
"zscore","glm","GO:0009743","response to carbohydrate",-1.434,FALSE,0,6,67,0.555,0.667,"artifact_candidate"
"zscore","glm","GO:0050767","regulation of neurogenesis",-1.432,FALSE,0,6,107,0.422,0.667,"artifact_candidate"
"zscore","glm","GO:2000146","negative regulation of cell motility",-1.429,TRUE,6,6,81,0.418,0.667,"credible_discovery"
"zscore","glm","GO:0098771","inorganic ion homeostasis",-1.427,TRUE,5,6,129,0.433,0.667,"credible_discovery"
"zscore","glm","GO:0044782","cilium organization",1.427,TRUE,6,6,116,0.262,0.667,"credible_discovery"
"zscore","glm","GO:0009749","response to glucose",-1.426,FALSE,0,6,49,0.555,0.667,"artifact_candidate"
"zscore","glm","GO:0072593","reactive oxygen species metabolic process",-1.422,TRUE,6,6,76,0.567,0.667,"fragile"
"zscore","glm","GO:0001822","kidney development",-1.421,TRUE,6,6,105,0.483,0.667,"credible_discovery"
"zscore","glm","GO:0097305","response to alcohol",-1.404,TRUE,4,6,76,0.485,0.667,"fragile"
"zscore","glm","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway",-1.396,FALSE,0,6,87,0.472,0.667,"artifact_candidate"
"zscore","glm","GO:0009615","response to virus",-1.38,FALSE,0,6,112,0.47,0.667,"artifact_candidate"
"zscore","glm","GO:0050807","regulation of synapse organization",-1.365,TRUE,2,6,116,0.348,0.667,"fragile"
"zscore","glm","GO:0015833","peptide transport",-1.358,FALSE,0,6,49,0.314,0.667,"artifact_candidate"
"zscore","glm","GO:0050769","positive regulation of neurogenesis",-1.352,FALSE,0,6,90,0.447,0.667,"artifact_candidate"
"zscore","glm","GO:0040013","negative regulation of locomotion",-1.348,TRUE,6,6,83,0.418,0.667,"credible_discovery"
"zscore","glm","GO:0097191","extrinsic apoptotic signaling pathway",-1.34,FALSE,0,6,62,0.555,0.667,"artifact_candidate"
"zscore","glm","GO:0006873","intracellular monoatomic ion homeostasis",-1.305,TRUE,6,6,126,0.464,0.667,"credible_discovery"
"deseq2","svm","GO:0007632","visual behavior",-2.042,FALSE,0,6,31,0.48,0.667,"artifact_candidate"
"deseq2","svm","GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway",-2,TRUE,6,6,9,0.369,0.833,"credible_discovery"
"deseq2","svm","GO:0006303","double-strand break repair via nonhomologous end joining",1.969,TRUE,6,6,40,0.29,0.667,"credible_discovery"
"deseq2","svm","GO:0006261","DNA-templated DNA replication",1.965,FALSE,0,6,83,0.427,0.667,"artifact_candidate"
"deseq2","svm","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",-1.934,FALSE,0,6,6,0.628,0.667,"artifact_candidate"
"deseq2","svm","GO:0031000","response to caffeine",1.933,FALSE,0,6,6,0.284,0.667,"artifact_candidate"
"deseq2","svm","GO:0099612","protein localization to axon",-1.93,FALSE,0,6,4,0.444,0.667,"artifact_candidate"
"deseq2","svm","GO:0001660","fever generation",-1.914,TRUE,6,6,8,0.494,0.833,"credible_discovery"
"deseq2","svm","GO:0031652","positive regulation of heat generation",-1.905,TRUE,4,6,6,0.333,0.833,"fragile"
"deseq2","svm","GO:0006270","DNA replication initiation",1.895,FALSE,0,6,15,0.295,0.5,"artifact_candidate"
"deseq2","svm","GO:0035865","cellular response to potassium ion",-1.89,FALSE,0,6,6,0.266,0.667,"artifact_candidate"
"deseq2","svm","GO:0031650","regulation of heat generation",-1.887,TRUE,4,6,8,0.607,0.833,"fragile"
"deseq2","svm","GO:0033260","nuclear DNA replication",1.882,FALSE,0,6,16,0.399,0.584,"artifact_candidate"
"deseq2","svm","GO:0001964","startle response",-1.88,FALSE,0,6,10,0.182,0.667,"artifact_candidate"
"deseq2","svm","GO:0044070","regulation of monoatomic anion transport",-1.879,TRUE,0,6,11,0.551,0.667,"fragile"
"deseq2","svm","GO:0006260","DNA replication",1.865,TRUE,5,6,101,0.398,0.667,"credible_discovery"
"deseq2","svm","GO:0060055","angiogenesis involved in wound healing",-1.86,TRUE,6,6,17,0,0.833,"credible_discovery"
"deseq2","svm","GO:0097090","presynaptic membrane organization",-1.85,TRUE,5,6,5,0.126,0.667,"credible_discovery"
"deseq2","svm","GO:0042670","retinal cone cell differentiation",-1.846,FALSE,0,6,6,0.675,0.667,"artifact_candidate"
"deseq2","svm","GO:1905383","protein localization to presynapse",-1.844,FALSE,0,6,3,0.009,0.667,"artifact_candidate"
"deseq2","svm","GO:0046578","regulation of Ras protein signal transduction",-1.836,FALSE,0,6,20,0.46,0.667,"artifact_candidate"
"deseq2","svm","GO:0006284","base-excision repair",1.832,FALSE,0,6,22,0.304,0.667,"artifact_candidate"
"deseq2","svm","GO:0044786","cell cycle DNA replication",1.823,FALSE,0,6,17,0.411,0.5,"artifact_candidate"
"deseq2","svm","GO:0006418","tRNA aminoacylation for protein translation",1.818,TRUE,6,6,19,0.439,0.667,"credible_discovery"
"deseq2","svm","GO:0070192","chromosome organization involved in meiotic cell cycle",1.817,FALSE,0,6,20,0.384,0.667,"artifact_candidate"
"deseq2","svm","GO:0034616","response to laminar fluid shear stress",-1.816,FALSE,0,6,8,0,0.75,"artifact_candidate"
"deseq2","svm","GO:0051965","positive regulation of synapse assembly",-1.814,FALSE,0,6,20,0.43,0.667,"artifact_candidate"
"deseq2","svm","GO:0043038","amino acid activation",1.81,TRUE,6,6,21,0.489,0.667,"credible_discovery"
"deseq2","svm","GO:1902969","mitotic DNA replication",1.809,FALSE,0,6,10,0.342,0.584,"artifact_candidate"
"deseq2","svm","GO:0050655","dermatan sulfate proteoglycan metabolic process",-1.805,TRUE,3,6,10,0.176,0.833,"fragile"
"deseq2","svm","GO:0070900","mitochondrial tRNA modification",1.804,FALSE,0,6,7,0.482,0.5,"artifact_candidate"
"deseq2","svm","GO:0016579","protein deubiquitination",1.803,TRUE,6,6,47,0.341,0.667,"credible_discovery"
"deseq2","svm","GO:0007144","female meiosis I",1.799,FALSE,0,6,9,0.503,0.667,"artifact_candidate"
"deseq2","svm","GO:0099562","maintenance of postsynaptic density structure",-1.797,FALSE,0,6,8,0.18,0.667,"artifact_candidate"
"deseq2","svm","GO:0002883","regulation of hypersensitivity",-1.796,TRUE,6,6,7,0.528,0.833,"fragile"
"deseq2","svm","GO:0071542","dopaminergic neuron differentiation",-1.796,FALSE,0,6,6,0.352,0.75,"artifact_candidate"
"deseq2","svm","GO:0051154","negative regulation of striated muscle cell differentiation",-1.795,FALSE,0,6,15,0.068,0.667,"artifact_candidate"
"deseq2","svm","GO:0044341","sodium-dependent phosphate transport",1.792,TRUE,4,6,5,0.693,0.833,"fragile"
"deseq2","svm","GO:0007622","rhythmic behavior",-1.79,FALSE,0,6,16,0.75,0.667,"artifact_candidate"
"deseq2","svm","GO:0006271","DNA strand elongation involved in DNA replication",1.789,FALSE,0,6,10,0.56,0.5,"artifact_candidate"
"deseq2","svm","GO:0072530","purine-containing compound transmembrane transport",-1.786,TRUE,6,6,12,0.46,0.75,"credible_discovery"
"deseq2","svm","GO:0071578","zinc ion import across plasma membrane",-1.783,FALSE,0,6,8,0.589,0.667,"artifact_candidate"
"deseq2","svm","GO:0030202","heparin proteoglycan metabolic process",-1.781,FALSE,0,6,8,0.182,0.667,"artifact_candidate"
"deseq2","svm","GO:0008542","visual learning",-1.779,FALSE,0,6,26,0.473,0.667,"artifact_candidate"
"deseq2","svm","GO:0090557","establishment of endothelial intestinal barrier",1.778,TRUE,5,6,4,0.108,0.75,"credible_discovery"
"deseq2","svm","GO:1990535","neuron projection maintenance",-1.777,FALSE,0,6,6,0.516,0.667,"artifact_candidate"
"deseq2","svm","GO:0000395","mRNA 5'-splice site recognition",1.776,FALSE,0,6,6,0.162,0.6,"artifact_candidate"
"deseq2","svm","GO:0006646","phosphatidylethanolamine biosynthetic process",1.774,TRUE,6,6,4,0.388,0.667,"credible_discovery"
"deseq2","svm","GO:0042045","epithelial fluid transport",1.773,FALSE,0,6,4,0.099,0.75,"artifact_candidate"
"deseq2","svm","GO:0002507","tolerance induction",-1.771,TRUE,6,6,14,0.407,0.833,"credible_discovery"
"deseq2","svm","GO:0010332","response to gamma radiation",1.771,TRUE,3,6,18,0.336,0.667,"fragile"
"deseq2","svm","GO:0001569","branching involved in blood vessel morphogenesis",-1.769,TRUE,3,6,22,0.453,0.75,"fragile"
"deseq2","svm","GO:0035864","response to potassium ion",-1.763,FALSE,0,6,5,0.15,0.667,"artifact_candidate"
"deseq2","svm","GO:0006835","dicarboxylic acid transport",-1.762,TRUE,6,6,39,0.536,0.667,"fragile"
"deseq2","svm","GO:0060693","regulation of branching involved in salivary gland morphogenesis",-1.76,FALSE,0,6,7,0.584,0.667,"artifact_candidate"
"deseq2","svm","GO:0046580","negative regulation of Ras protein signal transduction",-1.758,FALSE,0,6,11,0.588,0.667,"artifact_candidate"
"deseq2","svm","GO:0034351","negative regulation of glial cell apoptotic process",1.758,FALSE,0,6,8,0.358,0.667,"artifact_candidate"
"deseq2","svm","GO:0043407","negative regulation of MAP kinase activity",-1.751,FALSE,0,6,14,0.268,0.667,"artifact_candidate"
"deseq2","svm","GO:1902950","regulation of dendritic spine maintenance",-1.75,FALSE,0,6,5,0.615,0.833,"artifact_candidate"
"deseq2","svm","GO:0006072","glycerol-3-phosphate metabolic process",-1.748,FALSE,0,6,3,0.713,0.833,"artifact_candidate"
"deseq2","svm","GO:0070664","negative regulation of leukocyte proliferation",-1.748,TRUE,6,6,30,0.432,0.833,"credible_discovery"
"deseq2","svm","GO:0003214","cardiac left ventricle morphogenesis",-1.744,FALSE,0,6,7,0.036,0.833,"artifact_candidate"
"deseq2","svm","GO:0097106","postsynaptic density organization",-1.738,FALSE,0,6,15,0.264,0.667,"artifact_candidate"
"deseq2","svm","GO:0032835","glomerulus development",-1.733,TRUE,6,6,32,0.488,0.667,"credible_discovery"
"deseq2","svm","GO:0017038","protein import",1.732,FALSE,0,6,6,0.543,0.667,"artifact_candidate"
"deseq2","svm","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway",-1.729,FALSE,0,6,22,0.263,0.833,"artifact_candidate"
"deseq2","svm","GO:0060009","Sertoli cell development",1.72,FALSE,0,6,8,0.349,0.667,"artifact_candidate"
"deseq2","svm","GO:0042130","negative regulation of T cell proliferation",-1.718,TRUE,6,6,20,0.487,0.667,"credible_discovery"
"deseq2","svm","GO:0031297","replication fork processing",1.716,FALSE,0,6,29,0.405,0.667,"artifact_candidate"
"deseq2","svm","GO:0002710","negative regulation of T cell mediated immunity",-1.716,TRUE,3,6,10,0.549,0.75,"fragile"
"deseq2","svm","GO:0051966","regulation of synaptic transmission, glutamatergic",-1.713,TRUE,4,6,20,0.387,0.833,"fragile"
"deseq2","svm","GO:0032945","negative regulation of mononuclear cell proliferation",-1.71,TRUE,6,6,29,0.419,0.833,"credible_discovery"
"deseq2","svm","GO:0043535","regulation of blood vessel endothelial cell migration",-1.71,TRUE,6,6,30,0.282,0.833,"credible_discovery"
"deseq2","svm","GO:0048169","regulation of long-term neuronal synaptic plasticity",-1.706,FALSE,0,6,14,0.601,0.667,"artifact_candidate"
"deseq2","svm","GO:0050432","catecholamine secretion",-1.704,FALSE,0,6,16,0.619,0.667,"artifact_candidate"
"deseq2","svm","GO:0030210","heparin proteoglycan biosynthetic process",-1.703,FALSE,0,6,5,0.334,0.667,"artifact_candidate"
"deseq2","svm","GO:0051968","positive regulation of synaptic transmission, glutamatergic",-1.703,FALSE,0,6,10,0.33,0.916,"artifact_candidate"
"deseq2","svm","GO:0007158","neuron cell-cell adhesion",-1.7,TRUE,5,6,5,0.227,0.667,"credible_discovery"
"deseq2","svm","GO:0051937","catecholamine transport",-1.7,FALSE,0,6,18,0.587,0.667,"artifact_candidate"
"deseq2","svm","GO:0060008","Sertoli cell differentiation",1.696,FALSE,0,6,10,0.349,0.667,"artifact_candidate"
"deseq2","svm","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",-1.696,TRUE,6,6,33,0.126,0.833,"credible_discovery"
"deseq2","svm","GO:0006400","tRNA modification",1.694,TRUE,6,6,47,0.388,0.667,"credible_discovery"
"deseq2","svm","GO:0015844","monoamine transport",-1.691,TRUE,3,6,21,0.498,0.667,"fragile"
"deseq2","svm","GO:0051963","regulation of synapse assembly",-1.688,FALSE,0,6,56,0.336,0.667,"artifact_candidate"
"deseq2","svm","GO:0022616","DNA strand elongation",1.685,TRUE,2,6,16,0.525,0.667,"fragile"
"deseq2","svm","GO:0014047","glutamate secretion",-1.685,TRUE,3,6,16,0.488,0.667,"fragile"
"deseq2","svm","GO:0098880","maintenance of postsynaptic specialization structure",-1.684,FALSE,0,6,8,0.18,0.667,"artifact_candidate"
"deseq2","svm","GO:0061384","heart trabecula morphogenesis",-1.683,FALSE,0,6,13,0.584,0.667,"artifact_candidate"
"deseq2","svm","GO:0007157","heterophilic cell-cell adhesion",-1.683,TRUE,6,6,20,0.428,0.667,"credible_discovery"
"deseq2","svm","GO:0061383","trabecula morphogenesis",-1.68,TRUE,3,6,16,0.621,0.667,"fragile"
"deseq2","svm","GO:0010594","regulation of endothelial cell migration",-1.68,TRUE,6,6,51,0.441,0.833,"credible_discovery"
"deseq2","svm","GO:0072006","nephron development",-1.678,TRUE,6,6,54,0.349,0.667,"credible_discovery"
"deseq2","svm","GO:0060339","negative regulation of type I interferon-mediated signaling pathway",1.676,TRUE,1,6,10,0.658,0.667,"fragile"
"deseq2","svm","GO:0007140","male meiotic nuclear division",1.67,FALSE,0,6,17,0.445,0.667,"artifact_candidate"
"deseq2","svm","GO:0015849","organic acid transport",-1.67,TRUE,6,6,95,0.596,0.667,"fragile"
"deseq2","svm","GO:0050810","regulation of steroid biosynthetic process",-1.668,FALSE,0,6,37,0.654,0.667,"artifact_candidate"
"deseq2","svm","GO:0045005","DNA-templated DNA replication maintenance of fidelity",1.668,FALSE,0,6,31,0.4,0.667,"artifact_candidate"
"deseq2","svm","GO:0035773","insulin secretion involved in cellular response to glucose stimulus",-1.667,FALSE,0,6,33,0.448,0.667,"artifact_candidate"
"deseq2","svm","GO:0045907","positive regulation of vasoconstriction",-1.664,TRUE,4,6,22,0.426,0.833,"fragile"
"deseq2","svm","GO:0045911","positive regulation of DNA recombination",1.663,TRUE,5,6,21,0.349,0.667,"credible_discovery"
"deseq2","svm","GO:0008306","associative learning",-1.662,FALSE,0,6,34,0.401,0.667,"artifact_candidate"
"deseq2","svm","GO:0035249","synaptic transmission, glutamatergic",-1.662,TRUE,2,6,30,0.396,0.667,"fragile"
"deseq2","svm","GO:0099054","presynapse assembly",-1.662,FALSE,0,6,13,0.374,0.667,"artifact_candidate"
"deseq2","svm","GO:1902275","regulation of chromatin organization",1.66,TRUE,6,6,19,0.239,0.667,"credible_discovery"
"deseq2","svm","GO:0015850","organic hydroxy compound transport",-1.658,TRUE,5,6,69,0.62,0.667,"fragile"
"deseq2","svm","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus",-1.654,FALSE,0,6,25,0.314,0.667,"artifact_candidate"
"deseq2","svm","GO:0046942","carboxylic acid transport",-1.65,TRUE,6,6,95,0.596,0.667,"fragile"
"deseq2","svm","GO:0048167","regulation of synaptic plasticity",-1.647,FALSE,0,6,64,0.304,0.667,"artifact_candidate"
"deseq2","svm","GO:0008277","regulation of G protein-coupled receptor signaling pathway",-1.646,TRUE,4,6,43,0.262,0.667,"fragile"
"deseq2","svm","GO:0007342","fusion of sperm to egg plasma membrane involved in single fertilization",1.642,FALSE,0,6,5,0.429,0.667,"artifact_candidate"
"deseq2","svm","GO:0009100","glycoprotein metabolic process",-1.636,TRUE,6,6,97,0.46,0.667,"credible_discovery"
"deseq2","svm","GO:0099565","chemical synaptic transmission, postsynaptic",-1.636,FALSE,0,6,22,0.25,0.75,"artifact_candidate"
"deseq2","svm","GO:1902749","regulation of cell cycle G2/M phase transition",1.635,FALSE,0,6,38,0.468,0.667,"artifact_candidate"
"deseq2","svm","GO:0060291","long-term synaptic potentiation",-1.634,FALSE,0,6,29,0.211,0.667,"artifact_candidate"
"deseq2","svm","GO:0036297","interstrand cross-link repair",1.634,FALSE,0,6,11,0.38,0.667,"artifact_candidate"
"deseq2","svm","GO:0015872","dopamine transport",-1.632,TRUE,2,6,13,0.635,0.667,"fragile"
"deseq2","svm","GO:0010595","positive regulation of endothelial cell migration",-1.631,TRUE,6,6,35,0.441,0.833,"credible_discovery"
"deseq2","svm","GO:0071479","cellular response to ionizing radiation",1.628,FALSE,0,6,23,0.475,0.667,"artifact_candidate"
"deseq2","svm","GO:0048013","ephrin receptor signaling pathway",-1.628,FALSE,0,6,12,0.175,0.75,"artifact_candidate"
"deseq2","svm","GO:1901342","regulation of vasculature development",-1.615,TRUE,6,6,96,0.392,0.833,"credible_discovery"
"deseq2","svm","GO:0071331","cellular response to hexose stimulus",-1.614,FALSE,0,6,37,0.314,0.667,"artifact_candidate"
"deseq2","svm","GO:0016525","negative regulation of angiogenesis",-1.613,TRUE,6,6,38,0.292,0.667,"credible_discovery"
"deseq2","svm","GO:0043542","endothelial cell migration",-1.609,TRUE,6,6,79,0.458,0.833,"credible_discovery"
"deseq2","svm","GO:0051055","negative regulation of lipid biosynthetic process",-1.607,FALSE,0,6,26,0.616,0.667,"artifact_candidate"
"deseq2","svm","GO:0045765","regulation of angiogenesis",-1.605,TRUE,6,6,94,0.392,0.833,"credible_discovery"
"deseq2","svm","GO:0048678","response to axon injury",-1.604,TRUE,6,6,35,0.267,0.833,"credible_discovery"
"deseq2","svm","GO:0070646","protein modification by small protein removal",1.602,TRUE,6,6,52,0.382,0.667,"credible_discovery"
"deseq2","svm","GO:0098815","modulation of excitatory postsynaptic potential",-1.602,FALSE,0,6,11,0.368,0.833,"artifact_candidate"
"deseq2","svm","GO:0015837","amine transport",-1.599,TRUE,6,6,25,0.571,0.667,"fragile"
"deseq2","svm","GO:1901987","regulation of cell cycle phase transition",1.598,TRUE,5,6,144,0.468,0.667,"credible_discovery"
"deseq2","svm","GO:0015800","acidic amino acid transport",-1.596,TRUE,5,6,31,0.501,0.667,"fragile"
"deseq2","svm","GO:0071326","cellular response to monosaccharide stimulus",-1.592,FALSE,0,6,37,0.314,0.667,"artifact_candidate"
"deseq2","svm","GO:0060840","artery development",-1.591,TRUE,6,6,48,0.148,0.667,"credible_discovery"
"deseq2","svm","GO:0009101","glycoprotein biosynthetic process",-1.587,TRUE,6,6,80,0.488,0.667,"credible_discovery"
"deseq2","svm","GO:0006029","proteoglycan metabolic process",-1.583,TRUE,6,6,36,0.286,0.833,"credible_discovery"
"deseq2","svm","GO:0071322","cellular response to carbohydrate stimulus",-1.573,FALSE,0,6,39,0.34,0.667,"artifact_candidate"
"deseq2","svm","GO:0030316","osteoclast differentiation",-1.573,TRUE,6,6,40,0.346,0.75,"credible_discovery"
"deseq2","svm","GO:0097696","cell surface receptor signaling pathway via STAT",-1.567,TRUE,6,6,36,0.245,0.833,"credible_discovery"
"deseq2","svm","GO:0032370","positive regulation of lipid transport",-1.563,TRUE,5,6,31,0.527,0.667,"fragile"
"deseq2","svm","GO:0002040","sprouting angiogenesis",-1.553,TRUE,6,6,52,0.478,0.833,"credible_discovery"
"deseq2","svm","GO:0043405","regulation of MAP kinase activity",-1.552,FALSE,0,6,40,0.59,0.667,"artifact_candidate"
"deseq2","svm","GO:0007612","learning",-1.546,FALSE,0,6,44,0.401,0.667,"artifact_candidate"
"deseq2","svm","GO:0051962","positive regulation of nervous system development",-1.544,FALSE,0,6,80,0.423,0.667,"artifact_candidate"
"deseq2","svm","GO:0044839","cell cycle G2/M phase transition",1.544,FALSE,0,6,45,0.43,0.667,"artifact_candidate"
"deseq2","svm","GO:0009451","RNA modification",1.541,TRUE,6,6,70,0.443,0.667,"credible_discovery"
"deseq2","svm","GO:0042982","amyloid precursor protein metabolic process",-1.532,TRUE,5,6,28,0.365,0.667,"credible_discovery"
"deseq2","svm","GO:0008033","tRNA processing",1.528,TRUE,5,6,54,0.31,0.667,"credible_discovery"
"deseq2","svm","GO:0045824","negative regulation of innate immune response",1.528,FALSE,0,6,32,0.5,0.667,"artifact_candidate"
"deseq2","svm","GO:0007613","memory",-1.521,FALSE,0,6,37,0.501,0.667,"artifact_candidate"
"deseq2","svm","GO:0009746","response to hexose",-1.52,FALSE,0,6,45,0.314,0.667,"artifact_candidate"
"deseq2","svm","GO:0034284","response to monosaccharide",-1.52,FALSE,0,6,46,0.327,0.667,"artifact_candidate"
"deseq2","svm","GO:0071333","cellular response to glucose stimulus",-1.52,FALSE,0,6,35,0.285,0.667,"artifact_candidate"
"deseq2","svm","GO:0009749","response to glucose",-1.516,FALSE,0,6,44,0.3,0.667,"artifact_candidate"
"deseq2","svm","GO:0071774","response to fibroblast growth factor",-1.516,FALSE,0,6,27,0.226,0.667,"artifact_candidate"
"deseq2","svm","GO:0007626","locomotory behavior",-1.515,FALSE,0,6,56,0.526,0.667,"artifact_candidate"
"deseq2","svm","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",-1.514,TRUE,6,6,57,0.398,0.667,"credible_discovery"
"deseq2","svm","GO:0007259","cell surface receptor signaling pathway via JAK-STAT",-1.51,TRUE,6,6,31,0.256,0.833,"credible_discovery"
"deseq2","svm","GO:0090288","negative regulation of cellular response to growth factor stimulus",-1.508,TRUE,4,6,29,0.049,0.833,"fragile"
"deseq2","svm","GO:0010212","response to ionizing radiation",1.503,TRUE,4,6,39,0.47,0.667,"fragile"
"deseq2","svm","GO:0015748","organophosphate ester transport",-1.497,TRUE,5,6,68,0.506,0.667,"fragile"
"deseq2","svm","GO:0050807","regulation of synapse organization",-1.492,TRUE,2,6,96,0.32,0.667,"fragile"
"deseq2","svm","GO:0060271","cilium assembly",1.487,TRUE,6,6,130,0.299,0.667,"credible_discovery"
"deseq2","svm","GO:0045787","positive regulation of cell cycle",1.483,FALSE,0,6,103,0.571,0.667,"artifact_candidate"
"deseq2","svm","GO:0032259","methylation",1.483,TRUE,6,6,44,0.354,0.667,"credible_discovery"
