RR_Mission,ID,Description,single_logp,single_NES,in_full_referee,within_study_selection_freq,n_success,n_attempt,verdict
RR6,GO:0042445,hormone metabolic process,2.518,-1.663,true,0,30,30,likely_noise
RR6,GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,1.062,1.661,true,0,30,30,likely_noise
RR6,GO:0006693,prostaglandin metabolic process,1.077,-1.657,true,0,30,30,likely_noise
RR6,GO:0099084,postsynaptic specialization organization,1.01,1.653,false,1,30,30,heterogeneity_loss
RR6,GO:0022904,respiratory electron transport chain,1.383,-1.649,false,0,30,30,likely_noise
RR6,GO:0051785,positive regulation of nuclear division,1.03,-1.646,false,0,30,30,likely_noise
RR6,GO:0010927,cellular component assembly involved in morphogenesis,1.766,1.64,false,0,30,30,likely_noise
RR6,GO:0032989,cellular anatomical entity morphogenesis,1.766,1.64,false,0,30,30,likely_noise
RR6,GO:0009062,fatty acid catabolic process,1.322,1.636,false,1,30,30,heterogeneity_loss
RR6,GO:0006635,fatty acid beta-oxidation,1.158,1.636,false,1,30,30,heterogeneity_loss
RR6,GO:0030071,regulation of mitotic metaphase/anaphase transition,1.18,-1.624,false,0,30,30,likely_noise
RR6,GO:0035270,endocrine system development,1.23,1.619,false,0,30,30,likely_noise
RR6,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,1.047,-1.613,false,0,30,30,likely_noise
RR6,GO:0019395,fatty acid oxidation,1.291,1.605,false,1,30,30,heterogeneity_loss
RR6,GO:0009584,detection of visible light,1.033,-1.598,false,0,30,30,likely_noise
RR6,GO:0033559,unsaturated fatty acid metabolic process,1.173,-1.59,false,0,30,30,likely_noise
RR6,GO:0044403,biological process involved in symbiotic interaction,1.166,-1.588,true,0,30,30,likely_noise
RR6,GO:0006119,oxidative phosphorylation,1.288,-1.584,false,0,30,30,likely_noise
RR6,GO:0072329,monocarboxylic acid catabolic process,1.4,1.581,false,1,30,30,heterogeneity_loss
RR6,GO:2001251,negative regulation of chromosome organization,1.01,-1.57,true,0,30,30,likely_noise
RR6,GO:0046394,carboxylic acid biosynthetic process,2.056,-1.556,false,0,30,30,likely_noise
RR6,GO:0046890,regulation of lipid biosynthetic process,1.383,-1.53,false,0,30,30,likely_noise
RR6,GO:0034440,lipid oxidation,1.03,1.523,false,1,30,30,heterogeneity_loss
RR6,GO:0000819,sister chromatid segregation,1.316,-1.522,false,0,30,30,likely_noise
RR6,GO:1902850,microtubule cytoskeleton organization involved in mitosis,1.117,-1.519,false,0,30,30,likely_noise
RR6,GO:0016053,organic acid biosynthetic process,1.558,-1.508,false,0,30,30,likely_noise
RR6,GO:0140014,mitotic nuclear division,1.264,-1.506,false,0,30,30,likely_noise
RR6,GO:0098813,nuclear chromosome segregation,1.242,-1.495,false,0,30,30,likely_noise
RR6,GO:0016331,morphogenesis of embryonic epithelium,1.18,1.468,true,0,30,30,likely_noise
RR6,GO:0055088,lipid homeostasis,1.03,-1.448,false,0,30,30,likely_noise
RR8,GO:0033490,cholesterol biosynthetic process via lathosterol,3.629,2.378,false,1,30,30,heterogeneity_loss
RR8,GO:0045337,farnesyl diphosphate biosynthetic process,2.541,2.222,false,1,30,30,heterogeneity_loss
RR8,GO:0006084,acetyl-CoA metabolic process,2.671,2.185,false,1,30,30,heterogeneity_loss
RR8,GO:0045338,farnesyl diphosphate metabolic process,1.919,2.108,true,1,30,30,heterogeneity_loss
RR8,GO:0032543,mitochondrial translation,3.734,2.105,false,1,30,30,heterogeneity_loss
RR8,GO:0033385,geranylgeranyl diphosphate metabolic process,2.556,2.093,false,1,30,30,heterogeneity_loss
RR8,GO:0006695,cholesterol biosynthetic process,2.28,2.074,false,1,30,30,heterogeneity_loss
RR8,GO:1902653,secondary alcohol biosynthetic process,2.28,2.074,false,1,30,30,heterogeneity_loss
RR8,GO:0071616,acyl-CoA biosynthetic process,2.172,2.071,false,1,30,30,heterogeneity_loss
RR8,GO:0016126,sterol biosynthetic process,2.387,2.044,false,1,30,30,heterogeneity_loss
RR8,GO:0070106,interleukin-27-mediated signaling pathway,2.515,-2.01,false,0.967,30,30,heterogeneity_loss
RR8,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,2.121,-1.99,true,1,30,30,heterogeneity_loss
RR8,GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,2.121,-1.99,true,1,30,30,heterogeneity_loss
RR8,GO:0051775,response to redox state,1.751,1.98,false,0.033,30,30,likely_noise
RR8,GO:0045214,sarcomere organization,1.963,1.973,false,1,30,30,heterogeneity_loss
RR8,GO:0016114,terpenoid biosynthetic process,1.367,1.972,false,0.033,30,30,likely_noise
RR8,GO:0045292,"mRNA cis splicing, via spliceosome",1.448,1.964,true,1,30,30,heterogeneity_loss
RR8,GO:2001053,regulation of mesenchymal cell apoptotic process,1.313,1.962,false,0,30,30,likely_noise
RR8,GO:0030239,myofibril assembly,1.936,1.959,false,1,30,30,heterogeneity_loss
RR8,GO:0140053,mitochondrial gene expression,3.368,1.949,false,1,30,30,heterogeneity_loss
RR8,GO:0008299,isoprenoid biosynthetic process,1.289,1.941,false,1,30,30,heterogeneity_loss
RR8,GO:0002115,store-operated calcium entry,1.66,-1.938,false,0.033,30,30,likely_noise
RR8,GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",1.758,-1.93,true,1,30,30,heterogeneity_loss
RR8,GO:0006406,mRNA export from nucleus,1.881,1.906,true,1,30,30,heterogeneity_loss
RR8,GO:0015697,quaternary ammonium group transport,1.458,-1.886,false,1,30,30,heterogeneity_loss
RR8,GO:2000253,positive regulation of feeding behavior,1.681,1.885,false,1,30,30,heterogeneity_loss
RR8,GO:0003323,type B pancreatic cell development,1.008,1.88,false,0,30,30,likely_noise
RR8,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,1.367,-1.88,true,1,30,30,heterogeneity_loss
RR8,GO:0050482,arachidonate secretion,1.327,-1.871,true,1,30,30,heterogeneity_loss
RR8,GO:1903963,arachidonate transport,1.327,-1.871,true,1,30,30,heterogeneity_loss
RR8,GO:0031018,endocrine pancreas development,1.274,1.871,false,0,30,30,likely_noise
RR8,GO:0010832,negative regulation of myotube differentiation,1.331,-1.852,false,0.033,30,30,likely_noise
RR8,GO:0002475,antigen processing and presentation via MHC class Ib,1.277,-1.85,true,1,30,30,heterogeneity_loss
RR8,GO:0030656,regulation of vitamin metabolic process,1.38,-1.845,false,1,30,30,heterogeneity_loss
RR8,GO:0071715,icosanoid transport,1.448,-1.838,true,1,30,30,heterogeneity_loss
RR8,GO:0006637,acyl-CoA metabolic process,1.946,1.822,false,1,30,30,heterogeneity_loss
RR8,GO:0006414,translational elongation,1.448,1.818,true,0.967,30,30,heterogeneity_loss
RR8,GO:0006376,mRNA splice site recognition,1.15,1.812,true,1,30,30,heterogeneity_loss
RR8,GO:0032790,ribosome disassembly,1.078,1.812,true,0,30,30,likely_noise
RR8,GO:1903008,organelle disassembly,1.66,1.809,true,1,30,30,heterogeneity_loss
RR8,GO:0030397,membrane disassembly,1.237,-1.807,false,1,30,30,heterogeneity_loss
RR8,GO:0032309,icosanoid secretion,1.05,-1.8,true,1,30,30,heterogeneity_loss
RR8,GO:0044273,sulfur compound catabolic process,1.269,-1.79,false,1,30,30,heterogeneity_loss
RR8,GO:1905168,positive regulation of double-strand break repair via homologous recombination,1.159,1.79,true,0,30,30,likely_noise
RR8,GO:0017158,regulation of calcium ion-dependent exocytosis,1.271,-1.779,false,1,30,30,heterogeneity_loss
RR8,GO:2001185,"regulation of CD8-positive, alpha-beta T cell activation",1.024,-1.771,true,0.033,30,30,likely_noise
RR8,GO:2001256,regulation of store-operated calcium entry,1.237,-1.767,false,0.033,30,30,likely_noise
RR8,GO:0051081,nuclear membrane disassembly,1.048,-1.765,false,1,30,30,heterogeneity_loss
RR8,GO:0099538,synaptic signaling via neuropeptide,1.159,-1.761,false,0,30,30,likely_noise
RR8,GO:0006656,phosphatidylcholine biosynthetic process,1.033,1.755,false,1,30,30,heterogeneity_loss
RR8,GO:0002438,acute inflammatory response to antigenic stimulus,1.088,-1.744,true,0,30,30,likely_noise
RR8,GO:0019228,neuronal action potential,1.081,-1.743,true,0,30,30,likely_noise
RR8,GO:0015695,organic cation transport,1.38,-1.74,false,1,30,30,heterogeneity_loss
RR8,GO:0033599,regulation of mammary gland epithelial cell proliferation,1.008,-1.733,false,1,30,30,heterogeneity_loss
RR8,GO:0048265,response to pain,1.043,-1.732,true,1,30,30,heterogeneity_loss
RR8,GO:0090398,cellular senescence,1.274,1.701,false,0,30,30,likely_noise
RR8,GO:0006403,RNA localization,1.718,1.697,true,1,30,30,heterogeneity_loss
RR8,GO:0089718,amino acid import across plasma membrane,1.002,-1.68,true,1,30,30,heterogeneity_loss
RR8,GO:0060700,regulation of ribonuclease activity,1.195,-1.663,false,0,30,30,likely_noise
RR8,GO:0042254,ribosome biogenesis,2.671,1.657,true,1,30,30,heterogeneity_loss
RR8,GO:1905039,carboxylic acid transmembrane transport,1.425,-1.646,true,1,30,30,heterogeneity_loss
RR8,GO:0071824,protein-DNA complex organization,1.367,1.644,true,0,30,30,likely_noise
RR8,GO:0016072,rRNA metabolic process,2.043,1.624,true,1,30,30,heterogeneity_loss
RR8,GO:0006364,rRNA processing,1.919,1.604,true,1,30,30,heterogeneity_loss
RR8,GO:0035725,sodium ion transmembrane transport,1.119,-1.602,true,1,30,30,heterogeneity_loss
RR8,GO:0006633,fatty acid biosynthetic process,1.501,1.597,false,0,30,30,likely_noise
RR8,GO:0055002,striated muscle cell development,1.516,1.593,false,1,30,30,heterogeneity_loss
RR8,GO:0006694,steroid biosynthetic process,1.448,1.585,false,0,30,30,likely_noise
RR8,GO:0051236,establishment of RNA localization,1.176,1.561,true,0.033,30,30,likely_noise
RR8,GO:0010927,cellular component assembly involved in morphogenesis,1.159,1.559,false,1,30,30,heterogeneity_loss
RR8,GO:0032989,cellular anatomical entity morphogenesis,1.159,1.559,false,1,30,30,heterogeneity_loss
RR8,GO:0050806,positive regulation of synaptic transmission,1.191,-1.54,false,1,30,30,heterogeneity_loss
RR8,GO:0050657,nucleic acid transport,1.166,1.531,true,1,30,30,heterogeneity_loss
RR8,GO:0050658,RNA transport,1.166,1.531,true,1,30,30,heterogeneity_loss
RR8,GO:0006865,amino acid transport,1.048,-1.526,true,1,30,30,heterogeneity_loss
RR8,GO:0007416,synapse assembly,1.024,-1.472,true,1,30,30,heterogeneity_loss
RR8,GO:0051054,positive regulation of DNA metabolic process,1.643,1.453,true,0.033,30,30,likely_noise
RR8,GO:0006457,protein folding,1.236,1.453,false,1,30,30,heterogeneity_loss
RR9,GO:0033489,cholesterol biosynthetic process via desmosterol,7.15,2.704,true,1,30,30,heterogeneity_loss
RR9,GO:0036196,zymosterol metabolic process,7.15,2.67,true,1,30,30,heterogeneity_loss
RR9,GO:0036197,zymosterol biosynthetic process,7.15,2.67,true,1,30,30,heterogeneity_loss
RR9,GO:0033490,cholesterol biosynthetic process via lathosterol,6.977,2.584,false,1,30,30,heterogeneity_loss
RR9,GO:0051791,medium-chain fatty acid metabolic process,4.525,2.404,false,1,30,30,heterogeneity_loss
RR9,GO:0045337,farnesyl diphosphate biosynthetic process,5,2.387,false,1,30,30,heterogeneity_loss
RR9,GO:0045338,farnesyl diphosphate metabolic process,5.17,2.371,true,1,30,30,heterogeneity_loss
RR9,GO:0006695,cholesterol biosynthetic process,4.563,2.319,false,1,30,30,heterogeneity_loss
RR9,GO:1902653,secondary alcohol biosynthetic process,4.563,2.319,false,1,30,30,heterogeneity_loss
RR9,GO:0010142,"farnesyl diphosphate biosynthetic process, mevalonate pathway",5.263,2.304,true,1,30,30,heterogeneity_loss
RR9,GO:1902767,isoprenoid biosynthetic process via mevalonate,5.263,2.304,true,1,30,30,heterogeneity_loss
RR9,GO:0016126,sterol biosynthetic process,4.346,2.302,false,1,30,30,heterogeneity_loss
RR9,GO:0090208,positive regulation of triglyceride metabolic process,3.339,2.242,false,1,30,30,heterogeneity_loss
RR9,GO:0033385,geranylgeranyl diphosphate metabolic process,3.806,2.231,false,1,30,30,heterogeneity_loss
RR9,GO:0045922,negative regulation of fatty acid metabolic process,2.78,2.189,false,1,30,30,heterogeneity_loss
RR9,GO:1901523,icosanoid catabolic process,2.246,2.153,false,1,30,30,heterogeneity_loss
RR9,GO:0046164,alcohol catabolic process,2.489,2.12,false,1,30,30,heterogeneity_loss
RR9,GO:0008299,isoprenoid biosynthetic process,2.422,2.108,false,1,30,30,heterogeneity_loss
RR9,GO:0048643,positive regulation of skeletal muscle tissue development,1.504,2.096,false,1,30,30,heterogeneity_loss
RR9,GO:0010898,positive regulation of triglyceride catabolic process,1.881,2.094,false,1,30,30,heterogeneity_loss
RR9,GO:0042758,long-chain fatty acid catabolic process,2.256,2.093,false,1,30,30,heterogeneity_loss
RR9,GO:1901569,fatty acid derivative catabolic process,2.066,2.079,false,1,30,30,heterogeneity_loss
RR9,GO:0016125,sterol metabolic process,5.958,2.077,false,1,30,30,heterogeneity_loss
RR9,GO:0051304,chromosome separation,7.15,-2.075,false,1,30,30,heterogeneity_loss
RR9,GO:0010965,regulation of mitotic sister chromatid separation,6.423,-2.061,false,1,30,30,heterogeneity_loss
RR9,GO:0033047,regulation of mitotic sister chromatid segregation,5.958,-2.06,false,1,30,30,heterogeneity_loss
RR9,GO:0031577,spindle checkpoint signaling,5.379,-2.053,false,1,30,30,heterogeneity_loss
RR9,GO:0033046,negative regulation of sister chromatid segregation,5.635,-2.052,false,1,30,30,heterogeneity_loss
RR9,GO:0033048,negative regulation of mitotic sister chromatid segregation,5.635,-2.052,false,1,30,30,heterogeneity_loss
RR9,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,5.635,-2.052,false,1,30,30,heterogeneity_loss
RR9,GO:2000816,negative regulation of mitotic sister chromatid separation,5.635,-2.052,false,1,30,30,heterogeneity_loss
RR9,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,5.635,-2.04,false,1,30,30,heterogeneity_loss
RR9,GO:1905819,negative regulation of chromosome separation,5.635,-2.04,false,1,30,30,heterogeneity_loss
RR9,GO:0036100,leukotriene catabolic process,2.013,2.032,false,1,30,30,heterogeneity_loss
RR9,GO:0090009,primitive streak formation,1.753,2.029,false,1,30,30,heterogeneity_loss
RR9,GO:0055062,phosphate ion homeostasis,1.572,2.027,false,1,30,30,heterogeneity_loss
RR9,GO:0008203,cholesterol metabolic process,5.385,2.024,false,1,30,30,heterogeneity_loss
RR9,GO:0051306,mitotic sister chromatid separation,5.8,-2.021,false,1,30,30,heterogeneity_loss
RR9,GO:1905818,regulation of chromosome separation,6.67,-2.021,false,1,30,30,heterogeneity_loss
RR9,GO:0009648,photoperiodism,1.931,2.012,false,1,30,30,heterogeneity_loss
RR9,GO:0043153,entrainment of circadian clock by photoperiod,1.931,2.012,false,1,30,30,heterogeneity_loss
RR9,GO:0007094,mitotic spindle assembly checkpoint signaling,5.379,-2.009,false,1,30,30,heterogeneity_loss
RR9,GO:0071173,spindle assembly checkpoint signaling,5.379,-2.009,false,1,30,30,heterogeneity_loss
RR9,GO:0071174,mitotic spindle checkpoint signaling,5.379,-2.009,false,1,30,30,heterogeneity_loss
RR9,GO:0036101,leukotriene B4 catabolic process,1.853,2.004,false,1,30,30,heterogeneity_loss
RR9,GO:0016114,terpenoid biosynthetic process,1.931,2.004,false,1,30,30,heterogeneity_loss
RR9,GO:1902652,secondary alcohol metabolic process,5.785,2.003,false,1,30,30,heterogeneity_loss
RR9,GO:0051985,negative regulation of chromosome segregation,5.247,-1.989,false,1,30,30,heterogeneity_loss
RR9,GO:0009649,entrainment of circadian clock,1.924,1.981,false,1,30,30,heterogeneity_loss
RR9,GO:0045839,negative regulation of mitotic nuclear division,5.16,-1.967,false,1,30,30,heterogeneity_loss
RR9,GO:0006577,amino-acid betaine metabolic process,1.783,1.957,false,1,30,30,heterogeneity_loss
RR9,GO:0033865,nucleoside bisphosphate metabolic process,1.418,1.957,false,1,30,30,heterogeneity_loss
RR9,GO:0033875,ribonucleoside bisphosphate metabolic process,1.418,1.957,false,1,30,30,heterogeneity_loss
RR9,GO:0034032,purine nucleoside bisphosphate metabolic process,1.418,1.957,false,1,30,30,heterogeneity_loss
RR9,GO:0034035,purine ribonucleoside bisphosphate metabolic process,1.418,1.957,false,1,30,30,heterogeneity_loss
RR9,GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,1.418,1.957,false,1,30,30,heterogeneity_loss
RR9,GO:0036102,leukotriene B4 metabolic process,1.357,1.946,false,1,30,30,heterogeneity_loss
RR9,GO:0051923,sulfation,1.801,1.943,false,1,30,30,heterogeneity_loss
RR9,GO:0046322,negative regulation of fatty acid oxidation,1.246,1.929,true,1,30,30,heterogeneity_loss
RR9,GO:0048557,embryonic digestive tract morphogenesis,1.465,1.916,false,0.967,30,30,heterogeneity_loss
RR9,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,3.583,-1.911,false,1,30,30,heterogeneity_loss
RR9,GO:1901856,negative regulation of cellular respiration,1.124,1.908,false,0.967,30,30,heterogeneity_loss
RR9,GO:0045844,positive regulation of striated muscle tissue development,1.339,1.907,false,1,30,30,heterogeneity_loss
RR9,GO:0048636,positive regulation of muscle organ development,1.339,1.907,false,1,30,30,heterogeneity_loss
RR9,GO:1901863,positive regulation of muscle tissue development,1.339,1.907,false,1,30,30,heterogeneity_loss
RR9,GO:1905198,manchette assembly,1.845,1.906,false,0.033,30,30,likely_noise
RR9,GO:1901970,positive regulation of mitotic sister chromatid separation,2.808,-1.904,false,1,30,30,heterogeneity_loss
RR9,GO:0000070,mitotic sister chromatid segregation,7.15,-1.892,false,1,30,30,heterogeneity_loss
RR9,GO:0007398,ectoderm development,1.339,1.884,true,0,30,30,likely_noise
RR9,GO:1905820,positive regulation of chromosome separation,3.212,-1.88,false,1,30,30,heterogeneity_loss
RR9,GO:0015937,coenzyme A biosynthetic process,1.195,1.871,false,0.033,30,30,likely_noise
RR9,GO:0050996,positive regulation of lipid catabolic process,1.46,1.866,false,1,30,30,heterogeneity_loss
RR9,GO:0006693,prostaglandin metabolic process,3.402,-1.862,true,1,30,30,heterogeneity_loss
RR9,GO:0090324,negative regulation of oxidative phosphorylation,1.109,1.856,false,0.967,30,30,heterogeneity_loss
RR9,GO:0051784,negative regulation of nuclear division,3.514,-1.854,false,1,30,30,heterogeneity_loss
RR9,GO:0002082,regulation of oxidative phosphorylation,1.46,1.849,false,0.967,30,30,heterogeneity_loss
RR9,GO:0061029,eyelid development in camera-type eye,1.102,1.845,false,0.967,30,30,heterogeneity_loss
RR9,GO:0051984,positive regulation of chromosome segregation,3.014,-1.838,false,1,30,30,heterogeneity_loss
RR9,GO:0070341,fat cell proliferation,1.089,1.836,false,0,30,30,likely_noise
RR9,GO:0002407,dendritic cell chemotaxis,2.184,-1.834,false,1,30,30,heterogeneity_loss
RR9,GO:0006692,prostanoid metabolic process,3.248,-1.833,true,1,30,30,heterogeneity_loss
RR9,GO:0036315,cellular response to sterol,1.208,1.831,false,0,30,30,likely_noise
RR9,GO:0072329,monocarboxylic acid catabolic process,3.592,1.829,false,1,30,30,heterogeneity_loss
RR9,GO:0007143,female meiotic nuclear division,2.445,-1.819,false,1,30,30,heterogeneity_loss
RR9,GO:0034310,primary alcohol catabolic process,1.084,1.818,false,1,30,30,heterogeneity_loss
RR9,GO:0010866,regulation of triglyceride biosynthetic process,1.354,1.817,false,0,30,30,likely_noise
RR9,GO:0010867,positive regulation of triglyceride biosynthetic process,1.102,1.81,false,0.033,30,30,likely_noise
RR9,GO:1903083,protein localization to condensed chromosome,2.003,-1.808,false,1,30,30,heterogeneity_loss
RR9,GO:0006068,ethanol catabolic process,1.109,1.806,false,1,30,30,heterogeneity_loss
RR9,GO:1901568,fatty acid derivative metabolic process,1.525,1.804,false,1,30,30,heterogeneity_loss
RR9,GO:1990573,potassium ion import across plasma membrane,2.419,-1.803,true,1,30,30,heterogeneity_loss
RR9,GO:0006817,phosphate ion transport,1.022,1.802,false,0,30,30,likely_noise
RR9,GO:0034501,protein localization to kinetochore,2.169,-1.8,false,1,30,30,heterogeneity_loss
RR9,GO:0008608,attachment of spindle microtubules to kinetochore,2.711,-1.797,false,1,30,30,heterogeneity_loss
RR9,GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,1.922,-1.796,false,1,30,30,heterogeneity_loss
RR9,GO:0006067,ethanol metabolic process,1.022,1.788,false,1,30,30,heterogeneity_loss
RR9,GO:0051310,metaphase chromosome alignment,3.985,-1.786,false,1,30,30,heterogeneity_loss
RR9,GO:0010466,negative regulation of peptidase activity,1.917,-1.786,false,1,30,30,heterogeneity_loss
RR9,GO:0032467,positive regulation of cytokinesis,2.297,-1.784,false,1,30,30,heterogeneity_loss
RR9,GO:0045842,positive regulation of mitotic metaphase/anaphase transition,2.018,-1.783,false,1,30,30,heterogeneity_loss
RR9,GO:0090306,meiotic spindle assembly,1.801,-1.779,false,1,30,30,heterogeneity_loss
RR9,GO:0060221,retinal rod cell differentiation,1.967,-1.771,false,1,30,30,heterogeneity_loss
RR9,GO:0051383,kinetochore organization,2.195,-1.763,false,1,30,30,heterogeneity_loss
RR9,GO:0051307,meiotic chromosome separation,2.149,-1.763,false,1,30,30,heterogeneity_loss
RR9,GO:0019682,glyceraldehyde-3-phosphate metabolic process,1.144,1.762,true,0.033,30,30,likely_noise
RR9,GO:0048641,regulation of skeletal muscle tissue development,1.196,1.761,false,1,30,30,heterogeneity_loss
RR9,GO:0070601,centromeric sister chromatid cohesion,2.081,-1.758,false,1,30,30,heterogeneity_loss
RR9,GO:0050765,negative regulation of phagocytosis,1.784,-1.756,true,1,30,30,heterogeneity_loss
RR9,GO:0090207,regulation of triglyceride metabolic process,1.542,1.755,false,1,30,30,heterogeneity_loss
RR9,GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,1.931,-1.743,false,1,30,30,heterogeneity_loss
RR9,GO:1903514,release of sequestered calcium ion into cytosol by endoplasmic reticulum,1.986,-1.741,false,1,30,30,heterogeneity_loss
RR9,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,1.801,-1.74,false,1,30,30,heterogeneity_loss
RR9,GO:1903504,regulation of mitotic spindle checkpoint,1.801,-1.74,false,1,30,30,heterogeneity_loss
RR9,GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,1.686,-1.737,false,1,30,30,heterogeneity_loss
RR9,GO:0090231,regulation of spindle checkpoint,1.746,-1.737,false,1,30,30,heterogeneity_loss
RR9,GO:0071605,monocyte chemotactic protein-1 production,1.917,-1.733,false,1,30,30,heterogeneity_loss
RR9,GO:0071637,regulation of monocyte chemotactic protein-1 production,1.917,-1.733,false,1,30,30,heterogeneity_loss
RR9,GO:0050000,chromosome localization,3.684,-1.732,false,1,30,30,heterogeneity_loss
RR9,GO:0034143,regulation of toll-like receptor 4 signaling pathway,1.886,-1.73,false,1,30,30,heterogeneity_loss
RR9,GO:0070269,pyroptotic inflammatory response,1.966,-1.727,false,1,30,30,heterogeneity_loss
RR9,GO:0098543,detection of other organism,1.713,-1.726,true,1,30,30,heterogeneity_loss
RR9,GO:0002220,innate immune response activating cell surface receptor signaling pathway,2.801,-1.726,false,1,30,30,heterogeneity_loss
RR9,GO:0010951,negative regulation of endopeptidase activity,1.487,-1.715,false,1,30,30,heterogeneity_loss
RR9,GO:0051280,negative regulation of release of sequestered calcium ion into cytosol,1.69,-1.714,false,1,30,30,heterogeneity_loss
RR9,GO:0044771,meiotic cell cycle phase transition,1.651,-1.71,false,1,30,30,heterogeneity_loss
RR9,GO:0070296,sarcoplasmic reticulum calcium ion transport,1.967,-1.708,false,1,30,30,heterogeneity_loss
RR9,GO:0000022,mitotic spindle elongation,1.65,-1.708,false,1,30,30,heterogeneity_loss
RR9,GO:0007056,spindle assembly involved in female meiosis,1.343,-1.708,false,1,30,30,heterogeneity_loss
RR9,GO:0051231,spindle elongation,1.438,-1.701,false,1,30,30,heterogeneity_loss
RR9,GO:0098703,calcium ion import across plasma membrane,1.46,-1.7,true,1,30,30,heterogeneity_loss
RR9,GO:1902656,calcium ion import into cytosol,1.46,-1.7,true,1,30,30,heterogeneity_loss
RR9,GO:0090181,regulation of cholesterol metabolic process,1.125,1.696,false,0.033,30,30,likely_noise
RR9,GO:0097623,potassium ion export across plasma membrane,1.529,-1.696,false,1,30,30,heterogeneity_loss
RR9,GO:0045722,positive regulation of gluconeogenesis,1.1,1.696,true,0.033,30,30,likely_noise
RR9,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,1.552,-1.694,false,1,30,30,heterogeneity_loss
RR9,GO:0002765,immune response-inhibiting signal transduction,1.401,-1.693,true,1,30,30,heterogeneity_loss
RR9,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,1.648,-1.691,false,1,30,30,heterogeneity_loss
RR9,GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,1.509,-1.69,false,0.967,30,30,heterogeneity_loss
RR9,GO:0007088,regulation of mitotic nuclear division,2.884,-1.689,false,1,30,30,heterogeneity_loss
RR9,GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,1.339,-1.689,true,1,30,30,heterogeneity_loss
RR9,GO:0052548,regulation of endopeptidase activity,1.271,-1.687,false,0.033,30,30,likely_noise
RR9,GO:0032814,regulation of natural killer cell activation,1.572,-1.682,true,1,30,30,heterogeneity_loss
RR9,GO:0009595,detection of biotic stimulus,1.572,-1.681,true,1,30,30,heterogeneity_loss
RR9,GO:0001516,prostaglandin biosynthetic process,1.606,-1.679,false,1,30,30,heterogeneity_loss
RR9,GO:0046457,prostanoid biosynthetic process,1.606,-1.679,false,1,30,30,heterogeneity_loss
RR9,GO:0032604,granulocyte macrophage colony-stimulating factor production,1.442,-1.678,false,0.033,30,30,likely_noise
RR9,GO:0032645,regulation of granulocyte macrophage colony-stimulating factor production,1.442,-1.678,false,0.033,30,30,likely_noise
RR9,GO:0051255,spindle midzone assembly,1.299,-1.675,false,1,30,30,heterogeneity_loss
RR9,GO:0070671,response to interleukin-12,1.286,-1.673,true,1,30,30,heterogeneity_loss
RR9,GO:0016045,detection of bacterium,1.225,-1.673,true,0.033,30,30,likely_noise
RR9,GO:0008206,bile acid metabolic process,1.179,1.671,false,0.033,30,30,likely_noise
RR9,GO:0032703,negative regulation of interleukin-2 production,1.491,-1.671,true,0.033,30,30,likely_noise
RR9,GO:0071459,"protein localization to chromosome, centromeric region",1.462,-1.669,false,1,30,30,heterogeneity_loss
RR9,GO:0031649,heat generation,1.274,-1.668,true,0.967,30,30,heterogeneity_loss
RR9,GO:0035655,interleukin-18-mediated signaling pathway,1.181,-1.662,false,1,30,30,heterogeneity_loss
RR9,GO:0071351,cellular response to interleukin-18,1.181,-1.662,false,1,30,30,heterogeneity_loss
RR9,GO:0002920,regulation of humoral immune response,1.481,-1.662,true,0.033,30,30,likely_noise
RR9,GO:0006984,ER-nucleus signaling pathway,1.231,1.659,false,0.033,30,30,likely_noise
RR9,GO:0010745,negative regulation of macrophage derived foam cell differentiation,1.349,-1.657,false,1,30,30,heterogeneity_loss
RR9,GO:0006968,cellular defense response,1.346,-1.657,true,0.033,30,30,likely_noise
RR9,GO:0006635,fatty acid beta-oxidation,1.22,1.655,false,0.033,30,30,likely_noise
RR9,GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,1.417,1.653,true,0.967,30,30,heterogeneity_loss
RR9,GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,1.256,-1.651,false,0,30,30,likely_noise
RR9,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,1.471,-1.651,false,1,30,30,heterogeneity_loss
